frame,delta_frames,tick_cycles,physics_cycles,render_cycles,practice_ui_cycles,physics_setup,physics_core,physics_practice,render_setup,render_visibility,render_bg,render_actors,render_hud,render_practice,tlb_loads,tlb_cycles,tlb_dma_cycles,tlb_icache_cycles
223,3,1253850,120624,1032046,0,5644,109478,0,53202,550621,236078,87815,103117,0,0,0,0,0
224,4,1234338,115792,1017111,0,5518,105239,0,54780,540390,242666,86782,91197,0,0,0,0,0
225,6,1219523,115956,996052,0,5604,105295,0,53187,519167,249561,85884,87014,0,0,0,0,0
226,5,1205707,115605,987901,0,5550,105082,0,55125,525361,246272,75167,84714,0,0,0,0,0
227,4,1166610,114211,953216,0,5656,103165,0,53282,498438,241912,75875,82428,0,0,0,0,0
228,4,1261802,121008,1043422,0,5603,110334,0,54970,565247,235579,85718,100674,0,0,0,0,0
229,4,1182362,115539,966058,0,5594,104879,0,52989,488393,242402,88123,92911,0,0,0,0,0
230,5,1184365,116105,964958,0,5518,105493,0,54715,501835,239804,82889,84478,0,0,0,0,0
231,5,1171630,115755,956447,0,5593,105066,0,53139,511715,235158,71856,83275,0,0,0,0,0
232,3,1151479,113530,943774,0,5538,102904,0,55455,493487,239567,69622,84490,0,0,0,0,0
233,3,1598750,121157,1195921,0,5604,110040,0,53432,600410,359924,78792,102057,0,0,0,0,0
234,5,1169256,115699,959118,0,5604,105062,0,54908,512096,222603,76991,91264,0,0,0,0,0
235,5,1336015,125438,1111872,0,5653,114593,0,53728,474181,421314,77521,83867,0,0,0,0,0
236,4,1309944,125501,1090930,0,5611,114793,0,55153,468933,414017,66302,85348,0,0,0,0,0
237,5,1334155,125685,1112640,0,5528,114953,0,53723,456470,455605,63010,82570,0,0,0,0,0
238,3,1306710,126013,1090448,0,5591,115387,0,55109,466616,422578,58875,86093,0,0,0,0,0
239,3,1298353,126921,1080154,0,5748,114205,0,53508,462118,423795,59676,79772,0,0,0,0,0
240,4,1283372,124954,1069046,0,5506,114371,0,55236,454427,415178,58659,84329,0,0,0,0,0
241,4,1313652,125026,1097424,0,5561,114439,0,53672,678680,224917,59274,79645,0,0,0,0,0
242,3,1359227,127721,1143357,0,5643,116985,0,55391,715692,230320,56497,84221,0,0,0,0,0
243,4,1328992,130196,1110971,0,7795,117373,0,54003,493786,424661,57568,79670,0,0,0,0,0
244,4,1302486,126914,1091266,0,5733,114190,0,55381,465597,433967,53334,81747,0,0,0,0,0
245,4,1182451,127201,977768,0,5606,116556,0,53696,435543,356735,54663,75913,0,0,0,0,0
246,3,1195030,127567,999968,0,5438,116942,0,55379,419812,389865,51510,82209,0,0,0,0,0
247,4,1194556,127588,998870,0,5441,117048,0,53627,442037,373617,52364,76049,0,0,0,0,0
248,4,1180900,127951,985319,0,5386,117414,0,55149,413897,384137,48636,82307,0,0,0,0,0
249,3,1234907,127082,1040455,0,5513,116491,0,53809,484623,375136,48958,76752,0,0,0,0,0
250,3,1206833,129600,1010391,0,5418,119110,0,55458,451164,374198,46249,82104,0,0,0,0,0
251,3,1267058,129715,1070090,0,5408,119217,0,53671,467247,423891,46986,77096,0,0,0,0,0
252,3,1212009,129536,1015629,0,5406,118963,0,55304,439106,391855,45987,82162,0,0,0,0,0
253,4,1184896,128873,987351,0,5546,118050,0,54005,412400,394725,47674,77349,0,0,0,0,0
254,4,1227615,129079,1032098,0,5363,118496,0,55695,468432,378505,46319,81932,0,0,0,0,0
255,3,1260872,127887,1065763,0,5461,116346,0,53659,478035,408687,47300,76883,0,0,0,0,0
256,3,1357106,134184,1156512,0,5438,122987,0,55323,726133,218924,53574,101370,0,0,0,0,0
257,4,1243316,129286,1044211,0,5429,118041,0,54037,459549,380857,61925,86589,0,0,0,0,0
258,5,1267557,129604,1068716,0,5491,118002,0,55479,478420,395225,52774,85644,0,0,0,0,0
259,4,1435653,134586,1231554,0,5513,123407,0,53879,786145,220250,71649,98417,0,0,0,0,0
260,6,1297658,131005,1089473,0,7815,117115,0,55365,452760,408843,78191,93058,0,0,0,0,0
261,4,1272078,129155,1058091,0,7899,114998,0,53449,437217,397690,78787,89710,0,0,0,0,0
262,4,1294722,126484,1077551,0,5696,114635,0,55225,443167,422927,68607,86367,0,0,0,0,0
263,4,1260332,128838,1042759,0,5715,114829,0,53742,432367,404137,69077,82197,0,0,0,0,0
264,4,1255873,125357,1039058,0,5558,113701,0,55223,441698,388473,66820,85605,0,0,0,0,0
265,4,1260549,131114,1037263,0,5646,119050,0,53662,437333,395570,67450,82033,0,0,0,0,0
266,4,1346849,124302,1129349,0,5558,112640,0,55318,445077,485576,58385,83730,0,0,0,0,0
267,3,1201292,127409,989416,0,7863,113573,0,53581,408354,378668,59111,88439,0,0,0,0,0
268,4,1210288,130817,997146,0,5725,117001,0,55284,415888,372950,59124,92639,0,0,0,0,0
269,4,1227571,130296,1012931,0,7873,116448,0,53851,415880,396551,66141,79330,0,0,0,0,0
270,5,1230220,127557,1019697,0,5798,113630,0,55363,440339,376232,65670,80955,0,0,0,0,0
271,4,727927,129383,519665,0,5606,117865,0,53890,261239,66819,56136,80319,0,0,0,0,0
272,3,707243,125924,503218,0,5693,112557,0,55258,266793,45528,57392,77112,0,0,0,0,0
273,3,695318,121513,489842,0,5626,110409,0,53386,242131,34726,55790,102656,0,0,0,0,0
274,2,871207,121801,467563,0,5946,103259,0,55136,241773,36043,56537,76961,0,0,0,0,0
275,4,725781,166446,478895,0,7616,153446,0,53778,256443,34846,56144,76554,0,0,0,0,0
276,3,736769,161540,491682,0,5446,150609,0,55118,244453,36097,74970,79912,0,0,0,0,0
277,4,888124,170027,632383,0,5489,159213,0,53022,243954,34972,219149,80134,0,0,0,0,0
278,3,731297,180852,473514,0,5530,169960,0,55198,248903,36153,54566,77559,0,0,0,0,0
279,4,3384333,166376,3135120,0,5616,155414,0,53432,534460,2416294,53401,76380,0,0,0,0,0
280,7,3170761,123571,2970015,0,5583,112574,0,54463,816138,1866868,55076,176275,0,2,176775,169027,4514
281,8,3268662,320807,2867604,0,6743,127005,0,63576,862650,1713066,54134,172793,0,4,349720,334493,9031
282,7,1491684,134170,1280145,0,5551,123255,0,63510,602436,477448,53967,81530,0,2,180737,173068,4514
283,4,1834157,100230,1651538,0,5573,89254,0,149303,830919,444966,55352,169656,0,5,435474,416580,11265
284,4,1411878,107306,1228182,0,5456,96507,0,54496,839270,198263,53707,81207,0,2,181662,173913,4515
285,5,1503689,100852,1135383,0,5630,89850,0,52386,624489,196020,52230,209001,0,3,261770,250657,6724
286,4,1494869,253004,1166460,0,5550,241833,0,54536,782629,197982,48415,81682,0,2,178682,171310,4515
287,5,9885215,7616881,2186510,0,5541,7605992,0,356749,1400800,200686,48811,178216,0,11,959496,918989,24762
288,16,1725867,284137,1337981,0,5593,180324,0,145063,946080,137517,47535,60549,0,7,615015,588937,15777
289,6,1247662,100533,1066258,0,5541,89613,0,150007,408574,143795,141911,220696,0,3,265264,253641,6772
290,6,942871,101001,764097,0,5692,88105,0,34049,361906,49779,46579,270533,0,1,88123,84257,2257
291,4,817154,88041,647035,0,5489,77165,0,128490,267622,47004,68731,133961,0,1,89466,85648,2258
292,4,737452,87562,569010,0,5571,76748,0,33714,285003,49762,43081,156241,0,0,0,0,0
293,3,733476,87262,564427,0,5572,76464,0,33136,285417,47474,42995,154195,0,0,0,0,0
294,3,742187,87502,573556,0,5570,76557,0,33695,291480,49210,43472,154487,0,0,0,0,0
295,4,771494,87762,601213,0,5494,76921,0,33073,319435,47446,49301,150661,0,0,0,0,0
296,5,744850,89420,582605,0,5491,78622,0,33788,292010,49239,49661,156738,0,0,0,0,0
297,4,729342,88014,567235,0,5566,77112,0,33007,284756,46767,47373,154099,0,0,0,0,0
298,3,761050,88094,602857,0,5478,77282,0,34027,324255,49420,41626,152321,0,0,0,0,0
299,5,739996,89463,569183,0,5514,78543,0,33092,290723,47385,41618,155129,0,0,0,0,0
300,3,755224,88797,596452,0,5491,77953,0,33795,316629,49079,39758,156001,0,0,0,0,0
301,4,765635,88109,605526,0,5566,77323,0,32929,324347,47720,45565,153713,0,0,0,0,0
302,4,725110,88523,566447,0,5458,77829,0,33746,283034,49613,46110,152735,0,0,0,0,0
303,4,2246248,87974,2084741,0,5501,77319,0,33035,439786,1414916,47333,148460,0,1,90628,86797,2258
304,5,1753440,360377,1319826,0,5603,256775,0,144729,737046,253120,41418,142275,0,6,520220,498333,13496
305,4,1117264,90191,959471,0,5494,79455,0,63482,423295,294397,44971,132008,0,0,0,0,0
306,5,1369792,90967,1207660,0,5491,80253,0,54596,429237,556321,41503,124744,0,0,0,0,0
307,6,1219071,90715,1060216,0,5493,79986,0,63809,459197,359961,49333,126615,0,0,0,0,0
308,5,1638984,89125,1477944,0,5481,78348,0,54309,592997,468858,47711,312732,0,0,0,0,0
309,5,1528029,92825,1369171,0,5439,82272,0,63235,1001290,195243,47847,60240,0,3,261976,250816,6748
310,4,1372287,89341,1213681,0,5425,78678,0,149773,752410,205118,42238,62865,0,3,265559,254629,6773
311,5,1742716,91308,1573802,0,5461,80555,0,158234,1087641,223579,43423,59670,0,6,530528,508243,13498
312,4,1156954,179907,907368,0,5501,169058,0,54749,551734,196578,41636,61502,0,1,86099,82478,2258
313,4,1438491,89254,1191743,0,5452,78309,0,53112,712139,204898,48175,172163,0,2,173768,166199,4491
314,4,1559125,112779,1375452,0,5523,101897,0,54701,646457,291993,46068,335020,0,3,262272,250927,6772
315,4,1431601,122243,1244836,0,5514,111555,0,53454,783100,195621,39636,171851,0,2,178742,171049,4515
316,3,1776264,98468,1609866,0,5511,87775,0,54797,951061,205389,209482,187906,0,5,435709,417675,11215
317,4,2575673,104967,2224120,0,5400,94142,0,53281,761407,1036761,131552,239900,0,4,348231,333216,8981
318,4,1668930,98617,1505277,0,5428,88089,0,149391,742259,495781,36586,80047,0,3,263470,252084,6774
319,5,1576389,108278,1396864,0,5481,97512,0,53067,765520,282516,36711,257755,0,0,0,0,0
320,4,1624889,120444,1439917,0,5458,109514,0,55406,1019087,215880,37225,111110,0,0,0,0,0
321,5,1729257,112257,1537747,0,5441,101389,0,53895,1112493,254810,34561,80833,0,0,0,0,0
322,5,1317337,97942,1149863,0,5523,87159,0,54958,776666,201260,35900,79865,0,0,0,0,0
323,4,1532273,118331,1347833,0,5461,107654,0,53789,804730,374838,36430,76830,0,0,0,0,0
324,4,1212698,109670,1034188,0,5521,98873,0,55082,646015,217623,36909,77430,0,0,0,0,0
325,5,1240256,107046,1062781,0,5429,96412,0,53214,681502,214225,34933,77694,0,0,0,0,0
326,4,1320850,118824,1136960,0,7391,106170,0,55349,758524,216269,26983,78658,0,0,0,0,0
327,4,1302509,113372,1125169,0,5428,102784,0,53662,750064,215521,26760,77970,0,0,0,0,0
328,5,1309986,112311,1134467,0,5469,101806,0,55343,747537,225408,26824,78226,0,0,0,0,0
329,4,1316471,107951,1144275,0,5429,97484,0,53802,755581,230243,26529,76931,0,0,0,0,0
330,5,1296509,119559,1113987,0,5469,108921,0,55375,725755,226241,26975,78494,0,0,0,0,0
331,4,1160135,106334,985122,0,5566,95666,0,53147,591715,235262,26556,77229,0,0,0,0,0
332,6,1325696,112151,1150325,0,5364,101622,0,55037,762331,226299,26857,78652,0,0,0,0,0
333,4,1567999,108419,1374927,0,5494,97737,0,53645,808428,223860,26625,261201,0,3,265033,253817,6749
334,5,1351148,115976,1171921,0,5331,105455,0,54962,786483,224038,26824,78485,0,0,0,0,0
335,4,1201986,107357,1023809,0,5637,96559,0,52952,628747,237257,26496,77187,0,0,0,0,0
336,5,1210715,104810,1038542,0,5523,94163,0,54805,644077,233436,26932,78141,0,0,0,0,0
337,4,1315787,108908,1142557,0,5461,98400,0,53090,751924,232753,26297,77279,0,0,0,0,0
338,4,1212227,96408,1048639,0,5425,85952,0,54941,653953,233477,26919,78197,0,0,0,0,0
339,4,1401696,106771,1230656,0,5493,96204,0,53105,840438,232610,26363,76926,0,0,0,0,0
340,4,1242190,109565,1065183,0,5491,98922,0,54870,678748,225512,26877,78045,0,0,0,0,0
341,4,1417297,111531,1241330,0,5461,100944,0,53572,835250,233087,42590,75641,0,0,0,0,0
342,5,1263171,97609,1097981,0,5373,87092,0,54662,688010,233755,43671,76708,0,0,0,0,0
343,5,1438270,120089,1253431,0,5409,109352,0,53718,847551,232667,42688,75591,0,0,0,0,0
344,5,1334568,102945,1164393,0,5510,92362,0,54323,759208,235128,37368,77190,0,0,0,0,0
345,6,1346289,99330,1182694,0,5524,88899,0,63285,772538,232261,36583,76772,0,0,0,0,0
346,4,1234224,100008,1067155,0,5458,89562,0,54041,663485,233513,37391,77573,0,0,0,0,0
347,4,1399632,118719,1216376,0,5439,108159,0,52947,819392,233371,33319,76136,0,0,0,0,0
348,4,1237035,108117,1059500,0,5438,97662,0,54040,659516,233282,33920,77570,0,0,0,0,0
349,4,1460106,113341,1281889,0,5493,102711,0,53449,875477,242738,33199,75834,0,0,0,0,0
350,5,1304580,100821,1136468,0,5458,90292,0,54065,721789,245026,37469,76968,0,0,0,0,0
351,5,1419212,118893,1234850,0,5494,108157,0,53036,824574,243668,36085,76272,0,0,0,0,0
352,4,1255260,108602,1079404,0,5501,97961,0,54236,664336,245590,37331,76759,0,0,0,0,0
353,4,1391425,105503,1221532,0,5514,95037,0,63154,803074,244677,33161,76211,0,0,0,0,0
354,6,1239150,98699,1072992,0,5425,88274,0,54191,661718,245046,33891,76994,0,0,0,0,0
355,4,1397390,118475,1214078,0,5439,107796,0,53377,805249,245305,33172,75758,0,0,0,0,0
356,4,1298189,105393,1125000,0,5543,94737,0,54389,719513,244650,27309,77988,0,0,0,0,0
357,4,1336836,99370,1173235,0,5513,88841,0,62569,761256,245017,26620,76500,0,0,0,0,0
358,4,1224351,96910,1060077,0,5510,86296,0,54367,654108,245062,27367,78003,0,0,0,0,0
359,4,1458140,112985,1280753,0,5439,102388,0,53180,872795,244742,33021,75799,0,0,0,0,0
360,5,1322728,100566,1154459,0,5501,90025,0,54245,743052,245491,33952,76545,0,0,0,0,0
361,5,1412101,99521,1238796,0,5524,89021,0,53567,822856,257773,26509,76630,0,0,0,0,0
362,4,1274961,103826,1103908,0,5536,93238,0,54438,684763,259594,26873,77110,0,0,0,0,0
363,5,1430390,108807,1255750,0,7454,96374,0,52992,841252,257615,26412,76268,0,0,0,0,0
364,4,1252150,98128,1086824,0,5458,87624,0,54192,667292,259952,26844,77412,0,0,0,0,0
365,4,1532424,115323,1351447,0,5546,104756,0,53667,918208,267770,33483,77083,0,0,0,0,0
366,4,1555901,106812,1228564,0,5416,96286,0,54785,794060,267795,34223,76446,0,0,0,0,0
367,5,1519908,130948,1323183,0,5429,120343,0,53635,890855,266835,33214,77408,0,0,0,0,0
368,4,1644587,134427,1442379,0,5510,123745,0,54786,838764,267070,203797,76702,0,0,0,0,0
369,6,1595230,132965,1399546,0,5524,122390,0,53627,928588,275060,35873,105245,0,0,0,0,0
370,5,1604102,106924,1220277,0,5458,96356,0,54815,792454,268156,26634,77023,0,0,0,0,0
371,4,1613961,113883,1436002,0,5376,103296,0,53490,969574,267459,42416,101892,0,0,0,0,0
372,5,1397874,101385,1226075,0,5491,90762,0,54678,784198,266238,44183,75524,0,0,0,0,0
373,5,1649570,113236,1467443,0,5429,102589,0,53947,998350,267552,42142,104216,0,0,0,0,0
374,4,1608394,100731,1438040,0,5438,90274,0,54810,827263,267978,37212,249563,0,0,0,0,0
375,5,1620748,113865,1437436,0,7463,101266,0,53810,942802,309184,35742,94685,0,0,0,0,0
376,4,1728382,99089,1560510,0,5490,88475,0,54809,734882,468241,224452,76884,0,0,0,0,0
377,5,1535941,103637,1367112,0,5428,93155,0,63109,880688,314387,25996,81654,0,0,0,0,0
378,5,1553715,102178,1190167,0,5449,91711,0,54908,718042,312924,26290,76828,0,0,0,0,0
379,5,1655217,101184,1487662,0,5578,90660,0,63675,975223,312282,26006,109177,0,0,0,0,0
380,5,1586663,104883,1411893,0,5405,94321,0,55079,765775,314113,26431,249262,0,0,0,0,0
381,4,1595176,101281,1429410,0,5514,90732,0,63902,905843,325173,25863,107354,0,0,0,0,0
382,5,1624828,102353,1256530,0,5405,91756,0,54735,768505,329224,26385,76504,0,0,0,0,0
383,5,1582606,111925,1253234,0,5513,101333,0,53044,766217,325195,25929,81634,0,0,0,0,0
384,3,1576951,112049,1372728,0,5385,101537,0,55385,884837,328317,26478,76556,0,0,0,0,0
385,4,1569702,101097,1399192,0,5514,90502,0,52997,767009,325546,25948,226459,0,0,0,0,0
386,3,1538774,112150,1361370,0,5523,101617,0,55198,871654,330603,26475,76287,0,0,0,0,0
387,4,1564817,100914,1392882,0,5461,90298,0,52557,755914,335758,25838,221580,0,0,0,0,0
388,4,1579958,111369,1379098,0,5406,100825,0,54609,882747,338002,26437,76126,0,0,0,0,0
389,4,1569893,111451,1237026,0,5514,100764,0,52438,740764,335265,25965,81377,0,0,0,0,0
390,4,1524534,112864,1344190,0,5364,102354,0,54576,848215,337362,26574,76286,0,0,0,0,0
391,4,1402970,103296,1232253,0,5533,92681,0,52496,737108,333802,25938,81693,0,0,0,0,0
392,3,1602704,112511,1427358,0,5438,101907,0,54620,904755,336918,26614,103258,0,0,0,0,0
393,4,1595385,98278,1422787,0,5514,87679,0,52523,797434,335562,25938,210077,0,0,0,0,0
394,4,1591790,112421,1392400,0,5471,101912,0,54317,896615,337605,26529,76158,0,0,0,0,0
395,4,1563426,103020,1275479,0,5504,92474,0,52538,779895,334083,25873,81874,0,0,0,0,0
396,4,1351367,110818,1175151,0,5406,100343,0,54790,755522,259965,26388,77356,0,0,0,0,0
397,4,1242945,99731,1073829,0,5481,89157,0,53023,661045,255878,26030,76615,0,0,0,0,0
398,3,1343348,116624,1163368,0,5438,106136,0,55233,742928,260067,26471,77539,0,0,0,0,0
399,3,1232239,113197,1046969,0,5493,102601,0,53013,633479,256836,25966,76463,0,0,0,0,0
400,4,1349482,132516,1154486,0,5533,121871,0,55411,728460,265177,26565,77742,0,0,0,0,0
401,4,1229548,108408,1050932,0,5514,97795,0,53211,638091,255883,26250,76284,0,0,0,0,0
402,4,1386204,115238,1207574,0,5471,104588,0,55276,787362,259414,26542,77826,0,0,0,0,0
403,4,1244929,102082,1071177,0,5441,91665,0,53151,657611,256607,26098,76497,0,0,0,0,0
404,4,1355003,116032,1175877,0,5438,105425,0,55222,756162,259065,26540,77754,0,0,0,0,0
405,4,1236941,113043,1049725,0,5546,102448,0,53210,637582,255063,26191,76464,0,0,0,0,0
406,3,1393250,121488,1208515,0,5490,110917,0,55297,788711,259461,26671,77244,0,0,0,0,0
407,3,1257291,113507,1071788,0,5429,102919,0,53141,659581,255529,26141,76185,0,0,0,0,0
408,4,1372302,126002,1183129,0,5470,115398,0,55340,763315,259459,26567,77316,0,0,0,0,0
409,4,1251092,114093,1064843,0,5461,103568,0,53190,654287,253204,26152,76839,0,0,0,0,0
410,3,1374961,122975,1188293,0,5418,112381,0,55419,771693,255545,26831,77694,0,0,0,0,0
411,4,1244992,109865,1063319,0,5461,99206,0,53443,653292,252606,26180,76626,0,0,0,0,0
412,4,1245426,103399,1073802,0,5458,92817,0,54918,657450,255591,26843,77889,0,0,0,0,0
413,4,1366458,107762,1186534,0,5461,97240,0,53025,763009,251914,42151,75242,0,0,0,0,0
414,4,1318782,106328,1143602,0,5373,95835,0,55022,712662,255241,43609,75933,0,0,0,0,0
415,4,1321459,102939,1146162,0,5428,92495,0,53211,721361,253433,42113,74875,0,0,0,0,0
416,4,1508337,105936,1175037,0,5470,95353,0,55043,750481,254377,37045,76955,0,0,0,0,0
417,5,1322475,109757,1140790,0,5494,99197,0,53275,721550,252827,35823,76143,0,0,0,0,0
418,4,1462632,116687,1282143,0,5438,106221,0,55178,856192,255938,36828,76873,0,0,0,0,0
419,4,1364241,106058,1186241,0,5408,95507,0,53440,760816,253465,41953,75396,0,0,0,0,0
420,4,1458579,117209,1277073,0,5353,106583,0,55760,848800,251850,43127,76404,0,0,0,0,0
421,5,1394594,118408,1203519,0,5409,107908,0,53059,773144,248982,42495,84688,0,0,0,0,0
422,4,1546164,118539,1187300,0,5566,107987,0,55058,765493,251500,37100,76995,0,0,0,0,0
423,4,1477519,119100,1291112,0,5493,108458,0,53827,875991,247176,36466,76416,0,0,0,0,0
424,4,1434969,111174,1258983,0,5523,100516,0,55621,835325,252617,37193,77096,0,0,0,0,0
425,3,1477411,106896,1303251,0,5409,96584,0,64009,871911,247902,42428,75746,0,0,0,0,0
426,4,1273377,102690,1103075,0,5490,92211,0,55058,675424,251484,43493,76460,0,0,0,0,0
427,3,1440412,106390,1266473,0,5408,96001,0,64098,839904,248638,36160,76398,0,0,0,0,0
428,4,1322936,105795,1149653,0,5353,95424,0,55111,728151,250495,37252,77513,0,0,0,0,0
429,4,1427788,104324,1256358,0,5408,93882,0,63349,830124,248541,36168,76898,0,0,0,0,0
430,4,1266017,102518,1096363,0,5438,91910,0,55078,674442,251197,37186,77328,0,0,0,0,0
431,4,1385506,109126,1209218,0,5461,98692,0,63721,793115,247152,26521,77434,0,0,0,0,0
432,3,1219016,101856,1049535,0,5470,91273,0,55042,637607,250698,26978,78057,0,0,0,0,0
433,4,1409924,104021,1238844,0,5546,93422,0,63398,821726,248431,26661,77329,0,0,0,0,0
434,3,1227028,101797,1055979,0,5498,91231,0,54796,643222,251510,27465,77834,0,0,0,0,0
435,4,1233954,107708,1053198,0,5494,97189,0,53561,652121,241964,26944,77439,0,0,0,0,0
436,4,1263127,102431,1092851,0,5491,91779,0,55147,679072,245402,34131,77967,0,0,0,0,0
437,5,1225276,105216,1046490,0,5461,94631,0,53600,638511,242446,33534,77228,0,0,0,0,0
438,4,1226328,109501,1049377,0,5471,98938,0,54886,641868,245322,27545,78646,0,0,0,0,0
439,4,1246348,103957,1070963,0,5376,93533,0,53213,670584,241677,26826,77467,0,0,0,0,0
440,4,1087942,107269,911534,0,5386,96751,0,55052,561754,190430,25599,77571,0,0,0,0,0
441,3,1087383,109586,906615,0,5461,99076,0,53323,550863,198911,26954,75449,0,0,0,0,0
442,4,1128676,115767,943749,0,5501,105142,0,55051,586608,183076,31873,85972,0,0,0,0,0
443,5,1150290,115997,962496,0,5428,105505,0,53406,610847,177240,33468,86317,0,0,0,0,0
444,3,1075385,112149,893205,0,5521,101521,0,54954,542497,192294,25267,77018,0,0,0,0,0
445,4,1104119,107298,925529,0,5504,96765,0,53144,579999,188337,26988,75906,0,0,0,0,0
446,3,1075368,103941,901766,0,5491,93416,0,55071,552254,190733,25586,76946,0,0,0,0,0
447,4,1097491,104935,919478,0,5461,94374,0,53086,584564,178022,26935,75720,0,0,0,0,0
448,4,1141694,102168,960884,0,5438,91722,0,55262,612635,181859,31912,78045,0,0,0,0,0
449,4,1078153,106930,899768,0,5461,96389,0,53374,546304,189878,33498,75518,0,0,0,0,0
450,3,1079247,105032,905216,0,5458,94465,0,55130,557382,181811,32047,77674,0,0,0,0,0
